user_id,txn_date,amount,cashback_cost
90,2026-04-01,29.89,0.0
90,2026-05-11,44.7,0.0
90,2026-05-16,30.55,0.0
91,2026-03-20,42.71,0.0
91,2026-04-17,46.73,0.0
92,2026-01-30,37.69,1.1306999999999998
92,2026-02-09,67.17,2.0151
92,2026-02-25,32.4,0.972
92,2026-02-26,4.63,0.1389
92,2026-03-01,13.88,0.4164
96,2026-02-25,70.99,0.0
97,2026-03-14,21.91,0.6573
97,2026-03-23,35.07,1.0521
100,2026-03-17,29.98,0.8994
100,2026-03-21,14.27,0.4281
100,2026-03-31,44.38,1.3314
100,2026-04-18,23.23,0.6969
100,2026-04-19,4.78,0.1434
100,2026-04-21,53.51,1.6053
100,2026-04-21,21.83,0.6548999999999999
100,2026-04-25,1.0,0.03
100,2026-05-04,32.45,0.9735
101,2026-03-30,58.96,0.0
101,2026-04-06,77.28,0.0
101,2026-04-07,47.7,0.0
101,2026-04-16,75.62,0.0
101,2026-04-19,15.89,0.0
101,2026-04-19,62.17,0.0
101,2026-04-19,67.11,0.0
101,2026-04-30,75.66,0.0
101,2026-05-02,66.0,0.0
101,2026-05-03,62.89,0.0
101,2026-05-10,73.09,0.0
101,2026-05-11,59.72,0.0
101,2026-05-26,38.65,0.0
107,2026-04-11,24.6,0.738
107,2026-04-13,33.16,0.9947999999999999
107,2026-04-28,42.63,1.2789
108,2026-05-01,45.24,0.0
112,2026-02-04,46.35,1.3905
112,2026-02-08,29.37,0.8811
112,2026-02-14,47.55,1.4264999999999999
112,2026-02-17,26.65,0.7994999999999999
112,2026-02-21,75.55,2.2664999999999997
112,2026-02-27,22.56,0.6768
112,2026-03-14,39.79,1.1937
112,2026-03-26,10.09,0.30269999999999997
116,2026-02-16,61.02,0.0
116,2026-02-18,64.17,0.0
116,2026-03-05,49.05,0.0
116,2026-03-23,76.31,0.0
116,2026-03-25,35.63,0.0
116,2026-04-07,33.58,0.0
117,2026-02-24,42.88,1.2864
117,2026-03-08,83.45,2.5035
117,2026-03-14,60.17,1.8051
117,2026-03-17,74.9,2.247
118,2026-01-11,39.55,1.1864999999999999
118,2026-01-21,25.33,0.7598999999999999
118,2026-01-23,44.16,1.3247999999999998
118,2026-02-26,66.67,2.0000999999999998
118,2026-03-03,61.52,1.8456000000000001
122,2026-02-10,13.07,0.3921
123,2026-02-04,68.2,0.0
123,2026-02-23,40.09,0.0
123,2026-03-30,52.71,0.0
124,2026-04-16,31.76,0.0
125,2026-02-11,16.33,0.48989999999999995
127,2026-04-09,49.03,1.4708999999999999
127,2026-04-14,18.97,0.5690999999999999
127,2026-04-18,61.46,1.8437999999999999
127,2026-04-18,37.14,1.1142
127,2026-04-23,24.77,0.7431
127,2026-05-05,53.77,1.6131
127,2026-05-13,75.99,2.2796999999999996
127,2026-05-13,61.14,1.8342
127,2026-05-14,55.66,1.6697999999999997
128,2026-04-06,49.33,0.0
129,2026-02-21,38.43,1.1529
130,2026-04-26,43.1,0.0
130,2026-05-23,54.16,0.0
132,2026-03-12,25.13,0.7538999999999999
132,2026-03-19,35.97,1.0791
133,2026-03-04,63.13,0.0
136,2026-01-23,52.1,0.0
136,2026-02-27,45.0,0.0
137,2026-01-15,1.0,0.0
137,2026-01-25,10.56,0.0
143,2026-01-23,9.99,0.0
143,2026-01-29,56.65,0.0
143,2026-02-01,56.03,0.0
143,2026-02-03,33.92,0.0
143,2026-02-15,19.67,0.0
143,2026-03-13,40.51,0.0
143,2026-03-13,19.93,0.0
145,2026-02-16,26.02,0.7806
145,2026-03-03,44.81,1.3443
146,2026-04-03,37.35,0.0
147,2026-04-18,71.21,2.1363
149,2026-03-10,43.24,0.0
149,2026-03-12,30.48,0.0
149,2026-04-21,23.79,0.0
150,2026-02-01,57.94,0.0
150,2026-02-23,50.67,0.0
154,2026-02-10,33.11,0.9933
158,2026-04-09,17.62,0.0
158,2026-04-11,61.2,0.0
158,2026-04-29,45.0,0.0
159,2026-03-02,50.73,1.5218999999999998
159,2026-03-11,55.87,1.6761
159,2026-03-13,46.27,1.3881000000000001
159,2026-03-17,66.89,2.0067
159,2026-04-03,19.93,0.5979
159,2026-04-07,36.07,1.0821
159,2026-04-22,44.72,1.3416
159,2026-04-25,71.41,2.1422999999999996
160,2026-04-05,53.11,0.0
160,2026-05-12,9.83,0.0
161,2026-01-28,34.18,1.0253999999999999
161,2026-01-31,36.7,1.101
161,2026-02-02,62.77,1.8831
161,2026-02-17,43.12,1.2935999999999999
161,2026-02-18,25.96,0.7788
161,2026-03-12,73.85,2.2154999999999996
161,2026-03-18,53.72,1.6116
161,2026-03-25,25.9,0.7769999999999999
163,2026-02-16,3.69,0.11069999999999999
163,2026-03-03,44.42,1.3326
163,2026-03-03,49.3,1.4789999999999999
163,2026-03-04,42.0,1.26
163,2026-03-14,43.15,1.2945
163,2026-03-18,49.16,1.4747999999999999
163,2026-03-19,11.92,0.3576
163,2026-03-23,28.49,0.8546999999999999
163,2026-04-05,29.54,0.8862
164,2026-02-18,40.52,0.0
164,2026-02-19,72.68,0.0
164,2026-03-05,51.28,0.0
164,2026-03-08,48.34,0.0
164,2026-03-10,24.46,0.0
164,2026-03-11,9.32,0.0
164,2026-03-21,31.39,0.0
164,2026-03-29,46.11,0.0
164,2026-03-30,1.0,0.0
164,2026-04-12,41.66,0.0
166,2026-03-26,38.11,0.0
169,2026-02-05,14.51,0.43529999999999996
169,2026-02-07,22.44,0.6732
169,2026-03-09,37.94,1.1381999999999999
169,2026-03-14,28.66,0.8598
169,2026-03-17,38.67,1.1601
169,2026-03-17,20.46,0.6138
171,2026-05-19,55.89,0.0
173,2026-03-19,24.52,0.7355999999999999
173,2026-04-01,20.85,0.6255000000000001
173,2026-04-02,37.93,1.1379
173,2026-04-10,33.72,1.0115999999999998
173,2026-04-29,39.0,1.17
174,2026-04-08,38.56,1.1568
177,2026-01-03,41.0,0.0
177,2026-01-09,43.46,0.0
177,2026-01-17,44.54,0.0
177,2026-01-31,43.46,0.0
177,2026-02-08,63.69,0.0
178,2026-02-06,25.44,0.0
178,2026-02-07,26.81,0.0
178,2026-03-03,42.5,0.0
178,2026-03-18,62.4,0.0
179,2026-03-10,14.95,0.44849999999999995
179,2026-03-17,40.49,1.2147000000000001
179,2026-03-25,45.41,1.3622999999999998
179,2026-04-17,17.0,0.51
179,2026-04-29,4.88,0.1464
179,2026-05-01,30.78,0.9234
179,2026-05-01,36.32,1.0896
180,2026-04-02,56.52,0.0
180,2026-05-05,33.42,0.0
181,2026-01-08,35.47,1.0640999999999998
181,2026-02-08,42.38,1.2714
181,2026-02-19,27.58,0.8273999999999999
181,2026-02-21,50.62,1.5186
181,2026-02-24,27.45,0.8234999999999999
181,2026-02-24,57.45,1.7235
182,2026-04-24,44.91,0.0
182,2026-04-25,74.35,0.0
182,2026-05-08,70.8,0.0
183,2026-03-25,14.63,0.4389
183,2026-03-27,42.66,1.2797999999999998
183,2026-03-28,26.61,0.7982999999999999
183,2026-04-12,49.86,1.4958
183,2026-04-17,35.75,1.0725
183,2026-04-19,17.49,0.5246999999999999
183,2026-05-05,47.14,1.4142
183,2026-05-10,47.11,1.4133
184,2026-02-13,30.62,0.0
184,2026-03-08,60.64,0.0
185,2026-01-23,13.84,0.0
187,2026-02-21,38.19,0.0
187,2026-03-31,47.75,0.0
187,2026-04-03,35.14,0.0
189,2026-02-21,48.94,1.4682
189,2026-03-25,49.53,1.4859
189,2026-03-25,42.48,1.2743999999999998
189,2026-03-27,32.05,0.9614999999999999
191,2026-03-29,66.33,0.0
191,2026-03-31,61.69,0.0
191,2026-04-24,82.86,0.0
191,2026-04-28,40.76,0.0
191,2026-05-09,32.66,0.0
191,2026-05-15,65.94,0.0
192,2026-03-08,16.95,0.5085
192,2026-03-16,44.25,1.3275
192,2026-03-22,35.3,1.059
192,2026-03-24,39.81,1.1943
192,2026-03-24,23.2,0.696
192,2026-03-27,25.71,0.7713
192,2026-03-29,38.51,1.1553
192,2026-04-09,12.95,0.38849999999999996
192,2026-04-16,48.53,1.4559
192,2026-04-16,23.84,0.7152
192,2026-04-19,56.22,1.6865999999999999
192,2026-04-19,8.62,0.25859999999999994
193,2026-02-23,73.24,0.0
193,2026-03-01,69.91,0.0
193,2026-03-13,74.23,0.0
193,2026-03-19,73.18,0.0
194,2026-05-24,27.62,0.0
195,2026-03-26,19.68,0.0
196,2026-03-06,9.58,0.2874
196,2026-03-21,29.04,0.8712
196,2026-04-02,35.5,1.065
197,2026-03-26,46.3,1.3889999999999998
197,2026-04-21,58.11,1.7432999999999998
199,2026-01-17,63.27,0.0
199,2026-01-20,45.27,0.0
199,2026-01-24,53.31,0.0
199,2026-01-24,37.57,0.0
199,2026-01-25,32.52,0.0
199,2026-02-10,43.07,0.0
199,2026-02-15,74.17,0.0
199,2026-03-12,69.21,0.0
202,2026-01-04,26.38,0.7914
202,2026-01-07,50.45,1.5135
202,2026-01-09,47.93,1.4379
202,2026-01-12,40.65,1.2194999999999998
202,2026-01-23,24.87,0.7461
202,2026-01-29,42.51,1.2752999999999999
202,2026-01-30,15.36,0.4608
202,2026-02-12,61.13,1.8339
202,2026-02-13,41.52,1.2456
202,2026-02-24,48.34,1.4502000000000002
209,2026-04-04,23.7,0.0
209,2026-04-07,11.48,0.0
209,2026-04-08,27.76,0.0
209,2026-04-10,13.66,0.0
209,2026-04-22,38.89,0.0
209,2026-04-22,14.01,0.0
209,2026-04-24,18.23,0.0
209,2026-04-30,25.2,0.0
209,2026-05-24,31.18,0.0
210,2026-01-04,75.95,0.0
210,2026-01-05,14.19,0.0
210,2026-01-06,13.36,0.0
210,2026-01-20,24.02,0.0
210,2026-01-23,11.06,0.0
210,2026-01-28,34.7,0.0
210,2026-02-01,22.25,0.0
210,2026-02-09,14.77,0.0
210,2026-02-11,17.51,0.0
210,2026-02-22,16.3,0.0
211,2026-03-16,31.52,0.0
212,2026-01-12,57.16,1.7147999999999999
212,2026-01-16,70.63,2.1189
212,2026-02-03,65.51,1.9653
212,2026-02-25,91.8,2.754
213,2026-02-25,31.39,0.0
213,2026-03-08,32.59,0.0
213,2026-03-30,34.14,0.0
213,2026-04-13,13.79,0.0
213,2026-04-22,43.58,0.0
214,2026-03-30,56.33,0.0
220,2026-03-09,30.21,0.0
220,2026-03-25,14.97,0.0
220,2026-04-16,8.2,0.0
220,2026-04-17,41.07,0.0
220,2026-04-22,4.23,0.0
221,2026-03-28,39.16,0.0
221,2026-04-06,68.06,0.0
221,2026-04-21,33.57,0.0
221,2026-05-01,57.16,0.0
221,2026-05-02,46.42,0.0
221,2026-05-07,51.68,0.0
223,2026-01-28,50.06,1.5018
223,2026-02-16,69.96,2.0987999999999998
223,2026-02-22,55.25,1.6575
223,2026-03-13,64.91,1.9472999999999998
225,2026-02-05,40.08,1.2024
225,2026-02-17,35.54,1.0662
225,2026-03-06,9.11,0.2733
227,2026-03-13,39.44,1.1831999999999998
227,2026-04-23,19.64,0.5892
227,2026-05-06,35.04,1.0512
228,2026-05-02,42.32,1.2696
230,2026-02-21,36.19,1.0856999999999999
232,2026-03-14,30.99,0.0
232,2026-03-15,23.4,0.0
232,2026-03-29,55.79,0.0
233,2026-03-23,38.38,0.0
233,2026-03-31,26.84,0.0
233,2026-04-01,10.85,0.0
233,2026-04-05,20.33,0.0
233,2026-05-01,52.05,0.0
233,2026-05-04,34.93,0.0
234,2026-03-31,14.8,0.0
234,2026-04-14,16.25,0.0
234,2026-05-02,24.38,0.0
234,2026-05-06,12.23,0.0
234,2026-05-07,41.68,0.0
234,2026-05-14,5.94,0.0
234,2026-05-16,24.19,0.0
235,2026-02-06,44.62,0.0
239,2026-01-27,25.69,0.0
239,2026-01-30,24.44,0.0
239,2026-02-01,54.29,0.0
239,2026-02-21,57.39,0.0
239,2026-02-22,28.42,0.0
239,2026-03-06,61.24,0.0
240,2026-04-15,14.0,0.42
240,2026-04-24,9.08,0.2724
241,2026-03-12,24.7,0.741
241,2026-03-18,22.24,0.6671999999999999
242,2026-01-23,32.2,0.9660000000000001
242,2026-01-29,39.68,1.1904
242,2026-01-31,69.15,2.0745
242,2026-02-10,17.82,0.5346
242,2026-02-14,43.81,1.3143
242,2026-02-26,1.0,0.03
242,2026-03-12,36.78,1.1034
244,2026-03-12,33.52,1.0056
244,2026-03-19,46.07,1.3820999999999999
244,2026-04-19,64.66,1.9397999999999997
244,2026-04-25,48.18,1.4454
244,2026-05-01,57.87,1.7360999999999998
244,2026-05-03,33.6,1.008
246,2026-02-08,31.25,0.0
246,2026-02-20,51.5,0.0
246,2026-02-22,33.5,0.0
246,2026-03-01,43.75,0.0
246,2026-03-12,38.51,0.0
247,2026-02-13,25.2,0.756
247,2026-02-26,81.62,2.4486
247,2026-02-27,41.37,1.2410999999999999
247,2026-03-19,21.17,0.6351
248,2026-02-21,45.19,0.0
248,2026-04-03,93.38,0.0
249,2026-03-29,23.84,0.7152
249,2026-04-10,1.0,0.03
249,2026-04-12,27.38,0.8213999999999999
249,2026-04-20,6.07,0.1821
249,2026-05-04,27.3,0.819
250,2026-01-05,25.1,0.0
250,2026-01-08,33.73,0.0
250,2026-01-24,50.26,0.0
250,2026-02-10,21.09,0.0
250,2026-02-17,52.21,0.0
250,2026-03-01,48.84,0.0
253,2026-05-28,52.55,1.5764999999999998
255,2026-02-01,45.9,1.377
255,2026-02-09,25.23,0.7569
255,2026-02-10,43.19,1.2956999999999999
257,2026-03-05,64.9,1.947
257,2026-03-05,44.36,1.3308
257,2026-03-06,66.37,1.9911
257,2026-03-06,48.29,1.4486999999999999
257,2026-03-11,44.5,1.335
257,2026-03-21,39.3,1.1789999999999998
257,2026-03-23,27.65,0.8294999999999999
257,2026-03-30,19.35,0.5805
260,2026-04-02,36.26,1.0877999999999999
261,2026-04-14,48.13,0.0
261,2026-04-25,25.43,0.0
263,2026-01-17,63.91,1.9172999999999998
263,2026-01-28,43.97,1.3191
263,2026-01-28,56.9,1.7069999999999999
263,2026-02-14,33.9,1.017
263,2026-02-19,55.33,1.6599
268,2026-02-01,50.45,1.5135
268,2026-02-11,57.07,1.7121
268,2026-02-26,22.68,0.6804
270,2026-01-19,15.66,0.4698
270,2026-01-19,7.37,0.2211
270,2026-02-04,10.62,0.31859999999999994
270,2026-02-08,42.97,1.2891
270,2026-02-12,27.86,0.8358
270,2026-02-16,28.3,0.849
270,2026-02-28,21.61,0.6483
270,2026-03-11,28.93,0.8679
274,2026-02-02,60.62,1.8185999999999998
274,2026-02-22,39.11,1.1733
275,2026-02-07,48.84,1.4652
275,2026-02-17,22.54,0.6761999999999999
275,2026-03-01,39.4,1.182
275,2026-03-06,31.45,0.9434999999999999
275,2026-03-20,49.78,1.4934
276,2026-03-14,29.8,0.894
276,2026-03-18,54.81,1.6443
276,2026-03-31,20.1,0.603
276,2026-04-02,37.17,1.1151
276,2026-04-15,24.45,0.7334999999999999
276,2026-04-15,23.89,0.7167
276,2026-04-21,12.86,0.3858
277,2026-03-25,38.43,1.1529
279,2026-03-25,40.89,1.2267
279,2026-03-26,18.14,0.5442
279,2026-03-28,49.84,1.4952
279,2026-04-01,34.64,1.0392
279,2026-04-05,46.73,1.4019
279,2026-04-14,46.44,1.3931999999999998
279,2026-04-21,51.43,1.5429
279,2026-04-21,40.5,1.2149999999999999
279,2026-04-30,23.28,0.6984
279,2026-05-01,16.93,0.5079
280,2026-04-02,6.38,0.1914
280,2026-04-07,22.39,0.6717
280,2026-04-11,14.04,0.42119999999999996
280,2026-04-15,33.78,1.0134
280,2026-04-28,29.39,0.8817
280,2026-04-30,31.96,0.9588
281,2026-02-19,6.69,0.0
281,2026-03-16,27.07,0.0
281,2026-03-29,11.93,0.0
282,2026-02-09,35.16,1.0548
282,2026-03-04,74.13,2.2239
282,2026-03-06,34.91,1.0473
282,2026-04-06,36.98,1.1094
284,2026-04-03,51.22,1.5366
284,2026-04-06,54.48,1.6343999999999999
284,2026-04-08,25.62,0.7686
284,2026-04-10,42.16,1.2648
284,2026-04-16,62.37,1.8710999999999998
284,2026-04-17,61.68,1.8503999999999998
284,2026-04-27,31.91,0.9572999999999999
284,2026-05-01,21.98,0.6594
284,2026-05-07,39.57,1.1871
284,2026-05-13,60.25,1.8074999999999999
284,2026-05-13,54.14,1.6241999999999999
284,2026-05-18,53.07,1.5920999999999998
284,2026-05-20,44.42,1.3326
284,2026-05-26,57.98,1.7393999999999998
287,2026-03-26,32.45,0.9735
287,2026-04-08,38.56,1.1568
287,2026-04-20,43.79,1.3136999999999999
287,2026-04-22,51.56,1.5468
287,2026-04-27,47.54,1.4262
287,2026-05-12,30.37,0.9111
290,2026-02-08,61.73,0.0
290,2026-02-11,54.79,0.0
290,2026-02-24,36.69,0.0
290,2026-02-27,37.07,0.0
290,2026-03-02,35.38,0.0
290,2026-03-05,44.65,0.0
290,2026-03-19,38.04,0.0
290,2026-03-22,28.6,0.0
290,2026-03-31,9.92,0.0
290,2026-04-04,35.78,0.0
294,2026-02-15,40.65,1.2194999999999998
294,2026-03-07,44.31,1.3293
301,2026-02-08,47.06,0.0
301,2026-02-25,18.07,0.0
303,2026-04-02,41.98,0.0
303,2026-04-02,58.79,0.0
303,2026-04-16,40.46,0.0
303,2026-05-01,34.94,0.0
306,2026-02-19,22.09,0.0
306,2026-02-27,47.98,0.0
306,2026-03-06,23.55,0.0
306,2026-03-14,59.13,0.0
306,2026-03-22,32.72,0.0
306,2026-04-11,19.98,0.0
306,2026-04-16,45.1,0.0
308,2026-03-14,40.15,0.0
310,2026-01-26,40.55,0.0
310,2026-03-19,18.28,0.0
312,2026-02-20,33.01,0.0
312,2026-02-25,33.74,0.0
312,2026-03-18,35.27,0.0
312,2026-03-22,19.93,0.0
312,2026-03-30,56.28,0.0
318,2026-02-24,46.12,0.0
318,2026-02-26,55.4,0.0
319,2026-02-14,12.47,0.3741
322,2026-03-25,59.29,1.7787
323,2026-03-10,49.63,0.0
323,2026-04-07,46.53,0.0
325,2026-02-14,54.04,0.0
325,2026-02-19,75.04,0.0
325,2026-03-07,80.48,0.0
325,2026-03-09,57.24,0.0
326,2026-01-11,59.02,1.7706
326,2026-01-28,37.12,1.1136
326,2026-02-10,35.5,1.065
326,2026-02-11,51.9,1.557
326,2026-02-11,32.36,0.9708
326,2026-02-24,41.3,1.2389999999999999
327,2026-03-20,70.82,2.1245999999999996
328,2026-03-22,67.04,0.0
328,2026-03-23,65.29,0.0
328,2026-03-24,55.04,0.0
328,2026-03-31,68.56,0.0
328,2026-04-03,65.03,0.0
328,2026-04-04,68.58,0.0
328,2026-04-16,81.49,0.0
333,2026-02-21,35.78,1.0734
333,2026-03-04,38.56,1.1568
333,2026-03-15,7.48,0.22440000000000002
333,2026-03-17,39.31,1.1793
333,2026-03-25,45.33,1.3598999999999999
333,2026-03-31,30.55,0.9165
333,2026-04-09,57.79,1.7337
333,2026-04-14,29.37,0.8811
334,2026-01-07,53.7,0.0
334,2026-02-16,40.12,0.0
334,2026-02-18,50.46,0.0
334,2026-03-06,45.45,0.0
335,2026-02-18,14.38,0.4314
335,2026-02-20,17.8,0.534
335,2026-02-22,18.8,0.564
335,2026-02-27,34.23,1.0269
335,2026-03-30,6.54,0.19619999999999999
335,2026-03-31,27.95,0.8384999999999999
335,2026-04-01,20.69,0.6207
335,2026-04-02,61.91,1.8572999999999997
336,2026-02-01,67.56,0.0
336,2026-02-02,80.76,0.0
336,2026-02-08,74.82,0.0
336,2026-02-12,42.34,0.0
336,2026-02-20,64.1,0.0
336,2026-03-20,55.86,0.0
337,2026-02-24,54.9,0.0
338,2026-02-24,56.4,1.692
338,2026-03-16,60.23,1.8068999999999997
338,2026-03-21,47.51,1.4252999999999998
338,2026-04-10,57.12,1.7135999999999998
338,2026-04-15,65.7,1.971
339,2026-03-09,35.07,0.0
345,2026-05-03,62.0,0.0
346,2026-02-07,61.15,0.0
346,2026-02-15,36.03,0.0
346,2026-03-02,77.17,0.0
347,2026-01-29,51.81,0.0
347,2026-02-05,27.66,0.0
347,2026-02-06,22.2,0.0
347,2026-02-15,35.94,0.0
347,2026-02-16,46.34,0.0
347,2026-03-10,11.5,0.0
347,2026-03-20,42.44,0.0
349,2026-03-03,57.93,0.0
349,2026-03-04,66.51,0.0
349,2026-03-27,43.57,0.0
349,2026-04-01,34.84,0.0
349,2026-04-05,52.31,0.0
349,2026-04-12,30.29,0.0
350,2026-03-20,30.01,0.0
350,2026-04-06,44.07,0.0
350,2026-04-21,19.53,0.0
351,2026-03-18,20.91,0.0
351,2026-03-28,28.57,0.0
351,2026-03-29,27.73,0.0
351,2026-04-02,27.92,0.0
351,2026-04-11,39.51,0.0
354,2026-03-15,39.31,1.1793
355,2026-05-13,50.86,0.0
359,2026-01-28,27.92,0.8376
359,2026-02-01,35.06,1.0518
363,2026-01-09,58.3,1.7489999999999999
363,2026-01-24,55.34,1.6602000000000001
363,2026-02-03,29.86,0.8957999999999999
363,2026-02-14,72.17,2.1651
363,2026-02-16,71.04,2.1312
363,2026-02-17,53.82,1.6146
363,2026-02-19,52.09,1.5627
363,2026-03-03,25.21,0.7563
363,2026-03-04,12.82,0.3846
365,2026-03-29,49.79,0.0
367,2026-02-28,1.0,0.03
367,2026-03-18,16.28,0.4884
367,2026-03-21,1.0,0.03
367,2026-04-07,17.93,0.5378999999999999
368,2026-03-13,1.49,0.0447
370,2026-02-04,57.23,0.0
371,2026-01-25,49.05,1.4714999999999998
371,2026-02-15,33.53,1.0059
371,2026-02-21,55.92,1.6776
371,2026-02-25,49.37,1.4810999999999999
371,2026-02-27,38.18,1.1454
371,2026-03-15,54.44,1.6331999999999998
371,2026-03-17,26.14,0.7842
371,2026-03-24,57.88,1.7364
372,2026-01-23,41.2,1.236
372,2026-01-30,43.71,1.3113
372,2026-01-30,44.77,1.3431
372,2026-02-05,46.3,1.3889999999999998
372,2026-02-10,46.53,1.3959
372,2026-02-23,45.05,1.3515
372,2026-03-03,20.35,0.6105
372,2026-03-06,29.74,0.8921999999999999
374,2026-01-20,24.93,0.7479
374,2026-01-27,52.33,1.5698999999999999
374,2026-03-07,45.98,1.3794
375,2026-02-26,35.65,0.0
375,2026-03-03,25.89,0.0
375,2026-03-13,49.94,0.0
375,2026-03-14,57.43,0.0
375,2026-03-23,43.25,0.0
375,2026-04-03,53.33,0.0
375,2026-04-05,57.08,0.0
375,2026-04-13,71.26,0.0
380,2026-01-25,35.88,0.0
380,2026-01-28,54.22,0.0
380,2026-02-04,28.65,0.0
380,2026-02-10,41.83,0.0
380,2026-02-11,40.96,0.0
380,2026-02-12,55.8,0.0
380,2026-02-18,41.02,0.0
381,2026-01-16,21.65,0.0
381,2026-01-18,56.31,0.0
381,2026-01-22,45.59,0.0
381,2026-02-17,53.4,0.0
381,2026-02-22,24.38,0.0
381,2026-03-06,37.81,0.0
381,2026-03-15,40.81,0.0
385,2026-02-01,29.45,0.8835
386,2026-03-15,51.11,1.5332999999999999
388,2026-04-03,47.29,1.4186999999999999
392,2026-03-24,26.13,0.7838999999999999
398,2026-03-07,33.82,0.0
398,2026-03-19,19.6,0.0
398,2026-03-22,20.1,0.0
398,2026-03-23,1.0,0.0
398,2026-03-28,18.34,0.0
398,2026-04-06,35.24,0.0
399,2026-04-10,56.47,0.0
400,2026-02-20,51.84,0.0
400,2026-03-01,30.6,0.0
400,2026-04-09,62.1,0.0
400,2026-04-15,38.27,0.0
404,2026-01-29,37.12,0.0
404,2026-02-15,21.41,0.0
404,2026-02-24,82.86,0.0
408,2026-02-22,30.61,0.9182999999999999
